property_type,tenure,built_year,num_beds,num_baths,size_sqft,furnishing,subzone,planning_area,price,shop_dist,mrt_dist,commercials_dist,second_school_dist,primary_school_dist,density,available_unit_type_is_studio,available_unit_type_min_room,available_unit_type_max_room
house,tenure-100,1999,4,5,2379,unspecified,bedok north,bedok,2047500.0,102.95178837578331,102.95194908036031,102.95181487044623,102.95235045663672,102.95168904613467,25545.463058338795,other,4,4
condo,tenure-100,2025,1,1,484,unspecified,holland drive,queenstown,1260000.0,102.79692159587546,102.79707847000459,102.79694745208859,102.79747068661082,102.79682468520329,26938.602082005524,other,1,5
hdb,tenure-100,1985,3,2,1421,unspecified,bukit batok central,bukit batok,723200.0,102.74934170966709,102.74950587237697,102.74936877981125,102.7499155715293,102.74924020292038,34099.71260777208,studio,1,6
hdb,tenure-100,1981,2,2,882,unspecified,kembangan,bedok,438900.0,102.92422402148331,102.92438417994907,102.9242504251072,102.92478425117315,102.92412503681845,15691.366816068361,other,2,4
condo,tenure-100,2027,4,4,1302,unspecified,bedok north,bedok,3007600.0,102.93576850647575,102.93592784136767,102.93579477294777,102.93632593618926,102.93567004102344,25545.463058338795,other,1,4
condo,freehold,2010,1,1,549,unspecified,moulmein,novena,1523200.0,102.84459718043608,102.84475423942237,102.844623067568,102.84514689178167,102.84450015222986,6901.669758812616,other,1,8
condo,tenure-100,2027,3,2,969,unspecified,yishun east,yishun,1197000.0,102.84846008648363,102.84864087737668,102.84848992664696,102.84909042871226,102.84834809013526,34290.3973322783,other,2,5
house,freehold,2025,4,4,4717,partial,mountbatten,marine parade,8059800.0,102.89573228383298,102.89588685122247,102.89575775607615,102.89627352173686,102.8956368261042,5829.779776856125,studio,4,7
condo,freehold,2022,2,3,1292,partial,leedon park,bukit timah,4115800.0,102.80379523349424,102.8039516961837,102.80382102119226,102.80434292524642,102.80369858218728,3159.1856757419673,other,2,5
hdb,tenure-100,1979,4,2,1044,unspecified,north coast,woodlands,441000.0,102.77750687397179,102.77768955959806,102.77753702955144,102.77814366484516,102.77739368398883,5027.631196243819,other,2,4
condo,tenure-100,2023,3,2,1173,unspecified,tanjong rhu,kallang,3326400.0,102.87240135921485,102.87255638291379,102.87242690740328,102.87294415112177,102.87230561414538,5417.926460548132,other,1,5
condo,tenure-100,2026,4,4,1302,unspecified,sembawang springs,sembawang,1957200.0,102.83184285057415,102.83202483682058,102.8318728898031,102.83247725673152,102.83173010062669,8268.146261597236,other,2,5
condo,freehold,2025,2,2,753,unfurnished,nassim,tanglin,2875800.0,102.8356862316701,102.83584415947146,102.83571226349666,102.83623889629501,102.83558865566539,4541.768045417681,studio,2,4
hdb,tenure-100,1989,3,2,1313,unspecified,pasir ris drive,pasir ris,624800.0,102.95920359737646,102.9593719747949,102.95923137012342,102.95979174630877,102.95909942820707,33186.9740212221,studio,1,6
condo,tenure-100,2026,2,1,732,unspecified,joo seng,toa payoh,1424800.0,102.88699205620365,102.88715444171402,102.88701883068698,102.8875598583144,102.88689166764325,7709.042754445706,studio,1,5
house,freehold,2010,5,5,4732,unspecified,hillcrest,bukit timah,8379000.0,102.81410350056676,102.81426380602991,102.8141299283826,102.81466424691031,102.81400442536206,3591.883178456287,studio,4,8
hdb,tenure-100,2017,3,2,1001,partial,ghim moh,queenstown,1029000.0,102.78723323561202,102.7873895384258,102.78725899663537,102.78778038676361,102.78713668546838,28521.416803953874,other,2,3
house,tenure-100,2010,4,4,3200,unspecified,yio chu kang east,ang mo kio,3663300.0,102.86072663498068,102.86089827591798,102.86075495106948,102.86132588742184,102.86062040940371,2255.7602449111123,other,3,4
house,freehold,2025,4,2,4717,unspecified,mountbatten,marine parade,8059800.0,102.89573228383298,102.89588685122247,102.89575775607615,102.89627352173686,102.8956368261042,5829.779776856125,studio,4,7
condo,tenure-100,2011,1,2,764,unspecified,cecil,downtown core,1764000.0,102.85014570456998,102.85029619076745,102.85017049688807,102.85067308334345,102.85005282180866,1322.4821973550356,studio,1,2
condo,tenure-100,2017,3,2,1518,unspecified,cecil,downtown core,3767400.0,102.85211469540528,102.85226477067974,102.85213941928123,102.85264067771887,102.85202207178024,1322.4821973550356,studio,1,5
house,freehold,2002,5,6,3005,unspecified,loyang east,pasir ris,3885000.0,102.97561408542333,102.9757807137715,102.97564156687149,102.97619628915656,102.9755110190952,2201.419607036313,studio,2,7
apartment,tenure-100,2026,1,2,829,partial,clarke quay,singapore river,2373000.0,102.84805670860393,102.84820956861677,102.84808189632257,102.84859215297854,102.84796232868368,447.9669193659545,studio,1,6
hdb,tenure-100,1988,3,2,1313,unspecified,woodgrove,woodlands,609000.0,102.78620719181347,102.78638801395805,102.78623703701635,102.786837649964,102.78609517698429,20304.04999399111,other,1,7
hdb,tenure-100,2018,2,2,731,unspecified,toa payoh west,toa payoh,630000.0,102.84648246216314,102.84664432175519,102.84650914893639,102.84704848374768,102.84638240610681,13843.632507471319,other,2,3
condo,tenure-100,2018,1,1,689,unspecified,kangkar,hougang,869400.0,102.90692992399624,102.90709895667777,102.90695780575122,102.90752030741126,102.90682534257321,32052.80921183244,other,1,5
hdb,tenure-100,2017,3,2,1001,partial,lower seletar,yishun,577500.0,102.84631032524821,102.84648750155807,102.84633956332505,102.84692838691406,102.84620060871393,2219.9750163583367,other,2,3
condo,tenure-100,2026,3,2,893,fully,clarke quay,singapore river,2966200.0,102.84714951346535,102.84730235104654,102.84717469744514,102.84768488176805,102.847055147711,447.9669193659545,studio,1,6
hdb,tenure-100,1980,2,2,721,unspecified,cheng san,ang mo kio,386400.0,102.85947154716776,102.85964003839875,102.85949933860698,102.86006009836854,102.85936730818212,29371.141571622895,other,2,4
condo,freehold,2024,4,2,1302,partial,marine parade,marine parade,3423000.0,102.90234244125502,102.90249699105755,102.90236791058634,102.90288361837263,102.9022469944882,23172.41379310345,other,1,7
house,freehold,2010,6,6,5800,unspecified,hillcrest,bukit timah,10689000.0,102.81410350056676,102.81426380602991,102.8141299283826,102.81466424691031,102.81400442536206,3591.883178456287,studio,4,8
hdb,tenure-100,1993,3,2,1302,unspecified,kaki bukit,bedok,714000.0,102.91842580197229,102.91858629565893,102.91845226141845,102.9189871715138,102.918326605993,13169.088975540588,other,2,3
hdb,tenure-100,1997,3,2,1076,unspecified,woodlands east,woodlands,483000.0,102.80314583241358,102.8033290629787,102.80317607883204,102.80378447075542,102.80303229822267,38762.48286665361,other,1,7
hdb,tenure-100,1978,2,2,721,unspecified,bedok north,bedok,417900.0,102.93967406875448,102.93983407052754,102.93970044631921,102.94023376365294,102.93957518261342,25545.463058338795,studio,1,5
hdb,tenure-100,1992,3,2,979,unspecified,yishun south,yishun,522900.0,102.84270471494217,102.84288237883607,102.84273403422621,102.84332443378638,102.84259469095254,31517.683927771974,studio,1,5
condo,freehold,2025,2,2,797,fully,fort canning,museum,1890000.0,102.84953065484088,102.84968394429893,102.84955591409609,102.85006755806786,102.84943600403412,488.8088500128634,other,1,5
house,freehold,2010,5,6,5500,unspecified,serangoon garden,serangoon,7224000.0,102.8685296783855,102.86869596839499,102.86855710319162,102.86911074930326,102.86842682756408,11934.374173061657,other,1,10
hdb,tenure-100,2016,2,2,721,unspecified,macpherson,geylang,682500.0,102.89123480524475,102.89139501215199,102.89126121684971,102.89179520467279,102.8911357906778,22447.36425518442,other,2,4
condo,tenure-100,2017,3,2,948,unspecified,lower seletar,yishun,1365000.0,102.84893285760735,102.84911030435889,102.8489621407386,102.8495518377151,102.84882297044967,2219.9750163583367,studio,2,4
condo,freehold,2024,2,1,635,unspecified,balestier,novena,1515200.0,102.85320857609288,102.85336818302349,102.85323488765852,102.8537669429852,102.8531099406906,16832.762379321084,other,1,4
hdb,tenure-100,2009,3,2,968,partial,compassvale,sengkang,756000.0,102.89804343337646,102.89821391127505,102.89807155583742,102.89863872844683,102.89793794060884,19173.069886571535,other,3,4
hdb,tenure-100,2000,3,2,1087,unspecified,sengkang town centre,sengkang,575400.0,102.90462628855516,102.90479776663767,102.90465457763418,102.90522498082012,102.90452016482683,42307.42896268402,other,2,3
house,freehold,2009,5,5,4664,unspecified,springleaf,yishun,5145000.0,102.8259039238483,102.82607776938654,102.82593260706442,102.82651067208396,102.82579630848437,1978.0916168748868,other,4,8
hdb,tenure-100,1977,3,2,1323,unspecified,geylang east,geylang,682500.0,102.90525396239482,102.90541324360227,102.9052802198434,102.90581121447562,102.90515553140384,11604.095563139932,other,2,4
hdb,tenure-100,2013,3,2,1000,unspecified,matilda,punggol,627900.0,102.90246184320183,102.90263653303525,102.9024906672561,102.90307144804349,102.9023536938171,38675.2611691487,other,2,4
condo,freehold,2023,2,1,667,partial,farrer court,bukit timah,1793400.0,102.80631242742349,102.80646943148884,102.80633830530512,102.80686195815997,102.80621543461304,11059.413027916966,studio,1,4
hdb,tenure-100,1988,3,2,1162,unspecified,yishun east,yishun,522900.0,102.84439423392642,102.8445743357438,102.84442395929965,102.84502223558923,102.84428267226866,34290.3973322783,studio,1,5
condo,freehold,2023,3,2,958,partial,farrer court,bukit timah,2752000.0,102.80631242742349,102.80646943148884,102.80633830530512,102.80686195815997,102.80621543461304,11059.413027916966,studio,1,4
condo,freehold,2025,2,2,570,unspecified,leedon park,bukit timah,1722900.0,102.8058476880269,102.80600431352168,102.80587350284885,102.80639593260508,102.80575093399567,3159.1856757419673,studio,1,4
other,freehold,1998,4,4,3500,unspecified,tagore,ang mo kio,5880000.0,102.84255571532488,102.842727373155,102.84258403417908,102.84315502800274,102.84244947945213,2384.380061184092,other,4,6
hdb,tenure-100,1984,3,2,1593,unspecified,bedok reservoir,bedok,995400.0,102.92951272352947,102.92967423526908,102.9295393525821,102.93007755027536,102.92941288523053,10704.829151431093,other,2,5
house,tenure-1000,1975,5,4,3500,unspecified,coronation road,bukit timah,9450000.0,102.8036124614949,102.80377179348518,102.8036387271315,102.80416990200995,102.80351400048123,4694.407410006315,other,4,8
hdb,tenure-100,2002,3,2,1195,unspecified,wenya,jurong west,564900.0,102.70562817359439,102.70579361669199,102.7056554568958,102.70620639255296,102.7055258601534,4192.617347713808,studio,1,4
hdb,tenure-100,1999,3,2,1302,unspecified,senja,bukit panjang,924000.0,102.76342910194867,102.76360085921051,102.76345743715413,102.76402876484147,102.76332280492669,32277.164346295405,studio,1,5
condo,tenure-100,2026,3,2,958,unspecified,sembawang springs,sembawang,1496200.0,102.83184285057415,102.83202483682058,102.8318728898031,102.83247725673152,102.83173010062669,8268.146261597236,other,2,5
condo,freehold,2025,2,2,776,partial,fort canning,museum,2077300.0,102.84953065484088,102.84968394429893,102.84955591409609,102.85006755806786,102.84943600403412,488.8088500128634,other,1,5
bungalow,freehold,1992,4,4,2950,unspecified,raffles place,downtown core,26776000.0,102.85431246958707,102.85446388866367,102.85433741730583,102.85484301725884,102.85421899836292,211.864406779661,studio,4,10
condo,tenure-100,2017,3,3,1001,unspecified,waterway east,punggol,1186500.0,102.9202218977034,102.92039610552081,102.9202506415156,102.92082986207429,102.92011405198308,33964.54472199838,other,1,4
condo,tenure-100,2023,3,3,1005,unspecified,moulmein,novena,2887500.0,102.84421227820445,102.84436923201474,102.84423814781617,102.84476163226437,102.84411531634187,6901.669758812616,studio,1,6
condo,tenure-100,2025,2,2,764,unspecified,pearl's hill,outram,1764800.0,102.84239243823079,102.84254425540445,102.84241745222874,102.84292434034128,102.84229871615638,10897.435897435898,other,1,4
condo,tenure-100,2014,2,2,883,unspecified,seletar hills,serangoon,1186500.0,102.87326404176568,102.87343557069526,102.87329233923077,102.87386291168957,102.87315788658616,6307.118033208907,studio,1,7
condo,tenure-100,2013,2,2,829,unspecified,compassvale,sengkang,1207500.0,102.89478490832093,102.89495529541605,102.8948130156481,102.89537989538674,102.89467947288871,19173.069886571535,studio,2,4
condo,freehold,2022,3,2,915,unfurnished,upper paya lebar,serangoon,2226000.0,102.88198039134403,102.88214354276386,102.88200729339145,102.8825507964911,102.88187951981212,18829.290006677053,studio,1,5
condo,tenure-100,2023,2,2,678,unspecified,kovan,hougang,1417500.0,102.89004717804559,102.89021471656983,102.89007481087398,102.89063248755198,102.88994353934277,12732.218002668582,other,1,5
hdb,tenure-100,1988,3,2,1119,unspecified,saujana,bukit panjang,491400.0,102.77306815526852,102.7732399940612,102.7730965040803,102.77366809366052,102.77296180663318,38400.0,studio,1,5
apartment,freehold,2017,2,1,775,partial,pasir ris park,pasir ris,1772400.0,120.8327293305376,120.83505997586215,120.83311731513058,120.83515548790056,120.83126106746951,4559.870743821435,other,1,2
condo,freehold,2023,4,3,1496,unfurnished,farrer court,bukit timah,4623200.0,102.80631242742349,102.80646943148884,102.80633830530512,102.80686195815997,102.80621543461304,11059.413027916966,studio,1,4
hdb,tenure-100,1976,3,2,700,unspecified,pei chun,toa payoh,349600.0,102.86272129119814,102.86288302845678,102.86274795763761,102.86328689460345,102.8626213119787,25182.304326689355,other,2,5
bungalow,freehold,1997,3,2,5000,unspecified,leedon park,bukit timah,105000000.0,102.79589551637528,102.79605316691847,102.79592150191286,102.79644724521509,102.79579811602761,3159.1856757419673,other,3,8
house,freehold,1980,5,5,5500,unspecified,sembawang hills,ang mo kio,6174000.0,102.8316747394627,102.83184382492745,102.83170262980926,102.83226531397862,102.8315701262339,7657.909446618223,studio,1,9
condo,tenure-100,2001,3,3,1184,unspecified,yishun west,yishun,1344000.0,102.83482348076498,102.83500556761783,102.83485353675987,102.83545822827618,102.83471066730466,35518.5136381605,other,2,4
condo,tenure-100,2012,2,2,840,unspecified,woodleigh,toa payoh,1499400.0,102.87300206532075,102.8731636461815,102.87302870573642,102.87356713574147,102.87290218454083,3012.0481927710844,studio,1,3
house,freehold,2013,5,6,4925,unspecified,toh tuck,clementi,6016500.0,102.7609129296817,102.76107361735157,102.76093942101974,102.76147498293905,102.76081361446516,9.624639076034649,other,1,7
house,freehold,2013,6,6,4925,unspecified,toh tuck,clementi,6016500.0,102.7609129296817,102.76107361735157,102.76093942101974,102.76147498293905,102.76081361446516,9.624639076034649,other,1,7
house,freehold,2010,4,3,2000,unspecified,cairnhill,newton,6090000.0,102.83813651399107,102.83829218325796,102.83816216962038,102.8386815046375,102.83804036242893,8593.576965669989,other,3,7
condo,tenure-100,2027,4,3,1313,unspecified,yishun east,yishun,1723000.0,102.84933749280894,102.84951844862594,102.84936736044598,102.84996839524554,102.84922539242325,34290.3973322783,other,2,5
other,freehold,2010,4,2,2000,unspecified,sennett,toa payoh,3864000.0,102.87766665463012,102.87782739303557,102.87769315473052,102.87822886199648,102.87756730510712,8285.319197971883,other,1,8
other,freehold,1996,4,5,3200,partial,tiong bahru,bukit merah,4935000.0,102.83312441467054,102.8332757740855,102.83314935239498,102.83365476294998,102.8330309814943,28765.90046864539,other,1,4
condo,freehold,2025,4,5,2056,unspecified,newton circus,newton,8064000.0,102.83893751006387,102.8390940371086,102.83896330857525,102.83948541497044,102.8388408174728,1170.96018735363,other,2,7
hdb,tenure-100,2014,2,2,646,unspecified,clementi north,clementi,598500.0,102.76884917312206,102.76900772559414,102.76887530882165,102.76940397059009,102.76875120444932,29068.7115326405,other,2,5
hdb,tenure-100,2000,3,2,1323,unspecified,peng siang,choa chu kang,577500.0,102.73924574196538,102.73941612863018,102.73927384880605,102.73984075190947,102.73914030987775,40245.74011823345,studio,1,5
condo,tenure-100,2021,1,1,592,unspecified,siglap,bedok,1457400.0,102.9300808125144,102.93023663548365,102.93010649399076,102.93062631101009,102.9299845621956,5927.2894615738605,studio,1,4
condo,tenure-1000,2024,3,2,1109,partial,sunset way,clementi,2429700.0,102.77024213102116,102.77040277647254,102.77026861535178,102.77080403937559,102.77014284224794,5861.603900819588,studio,2,5
condo,tenure-100,2022,2,2,936,unspecified,tanglin,orchard,3510200.0,102.82814250670017,102.82829775746013,102.82816809259218,102.82868607699119,102.82804661929391,2208.955223880597,other,1,4
condo,freehold,2025,1,2,538,unspecified,institution hill,river valley,1959300.0,102.83963644752382,102.83978982266352,102.83966172102463,102.8401736434103,102.83954174287177,8023.433520122262,studio,1,5
hdb,tenure-100,1980,2,2,731,unspecified,yio chu kang,ang mo kio,388500.0,102.8468957233069,102.84706700049632,102.8469239787694,102.84749374204185,102.84678972742418,21.992522542335607,other,1,6
condo,tenure-100,2016,3,2,904,unspecified,fernvale,sengkang,1289400.0,102.87570252960691,102.87587433191524,102.87573087261516,102.87630232798078,102.8755962019552,24586.051179126945,other,1,4
condo,tenure-100,2027,3,2,883,partial,yishun east,yishun,945000.0,102.84933749280894,102.84951844862594,102.84936736044598,102.84996839524554,102.84922539242325,34290.3973322783,other,2,5
hdb,tenure-100,2016,3,2,1001,unfurnished,waterway east,punggol,556500.0,102.91803904417944,102.91821398187753,102.91806790956198,102.91864948873231,102.91793073815555,33964.54472199838,other,2,5
house,freehold,2025,4,4,4717,unspecified,mountbatten,marine parade,8059800.0,102.89573228383298,102.89588685122247,102.89575775607615,102.89627352173686,102.8956368261042,5829.779776856125,studio,4,7
hdb,tenure-100,1970,2,1,645,unspecified,macpherson,geylang,362200.0,102.89141677840087,102.89157643551887,102.89144309842798,102.89197530983704,102.8913181105905,22447.36425518442,studio,1,5
house,tenure-100,2016,4,4,3649,unspecified,clementi west,clementi,4989500.0,102.76749771800844,102.76765207467587,102.76752315480977,102.76803826002515,102.76740239571818,21878.136200716846,studio,1,5
condo,freehold,2026,3,2,1087,unspecified,moulmein,novena,3150000.0,102.84417746757006,102.8443350235642,102.84420343748738,102.8447288676148,102.84408012590194,6901.669758812616,other,3,5
condo,freehold,2012,2,2,1130,unspecified,institution hill,river valley,3570000.0,102.84100826196926,102.84116127930191,102.84103347587386,102.84154424195606,102.8409137829643,8023.433520122262,other,1,4
house,freehold,2010,6,6,5428,unspecified,serangoon garden,serangoon,6142500.0,102.8685296783855,102.86869596839499,102.86855710319162,102.86911074930326,102.86842682756408,11934.374173061657,other,1,10
condo,tenure-100,2015,3,3,1087,unspecified,matilda,punggol,1386000.0,102.90117578775177,102.90135024792008,102.90120457354732,102.90178461248465,102.90106778324561,38675.2611691487,studio,1,4
apartment,tenure-100,2008,1,1,678,unspecified,central subzone,downtown core,1333500.0,102.8555441444064,102.85569492585384,102.85556898591862,102.8560725254769,102.85545107531999,898.6010415602982,studio,1,10
condo,tenure-100,2026,2,1,732,unspecified,anson,downtown core,1890000.0,102.84638750424246,102.84653692114709,102.84641211843856,102.84691125057452,102.84629529597402,775.1937984496124,studio,1,5
condo,tenure-100,2023,1,1,527,partial,kovan,hougang,1049000.0,102.89004717804559,102.89021471656983,102.89007481087398,102.89063248755198,102.88994353934277,12732.218002668582,other,1,5
house,freehold,1980,5,5,4900,unspecified,sembawang hills,ang mo kio,5859000.0,102.8322715556332,102.83244010357306,102.8322993564459,102.83286030376208,102.83216728141754,7657.909446618223,studio,1,9
hdb,tenure-100,2001,3,2,969,unspecified,sengkang town centre,sengkang,602600.0,102.90000836507903,102.90018104060775,102.90003685360425,102.90061112650645,102.89990148619466,42307.42896268402,other,2,3
other,freehold,2019,6,7,6605,unspecified,sembawang straits,sembawang,3864000.0,102.84379515642574,102.84398134530952,102.84382589571949,102.84444383958213,102.84367975557583,1465.3981893509285,other,4,6
hdb,tenure-100,1995,3,2,1528,unspecified,choa chu kang north,choa chu kang,680400.0,102.74673728384664,102.74690956855589,102.7467657068644,102.74733874140901,102.74663065448593,29331.251148263826,studio,1,5
other,tenure-1000,2010,4,3,1355,unspecified,geylang east,geylang,1575000.0,102.90280820568753,102.90296519607888,102.90283408154866,102.90335767487548,102.90271121959626,11604.095563139932,other,1,4
hdb,tenure-100,1967,2,2,645,unfurnished,commonwealth,queenstown,336000.0,102.8034107332649,102.80356623429905,102.80343636077909,102.80395515775784,102.80331468849568,22544.283413848632,studio,1,6
condo,freehold,2026,2,2,969,partial,boat quay,singapore river,2278500.0,102.85167363302699,102.85182594363847,102.85169872924156,102.85220721019009,102.85157959955083,808.457711442786,other,1,4
condo,freehold,2019,1,1,517,unspecified,kampong bugis,kallang,1533000.0,102.87003090073891,102.87018682109509,102.8700565982771,102.87057673949857,102.8699345901813,1239.5580706009162,studio,1,4
house,freehold,2025,6,1,6376,unspecified,mountbatten,marine parade,9834300.0,102.89573228383298,102.89588685122247,102.89575775607615,102.89627352173686,102.8956368261042,5829.779776856125,studio,4,7
condo,tenure-100,2025,2,1,657,partial,gombak,bukit batok,827400.0,102.76042621254072,102.76059601976384,102.76045422292042,102.76101925045589,102.76032114549653,4042.6657981516914,other,2,5
house,freehold,1983,5,7,7700,unspecified,chinatown,outram,9135000.0,102.84970078712891,102.84985157325316,102.84972562940459,102.85022918500316,102.84960771520815,17864.441416893733,other,3,8
condo,freehold,2022,3,3,1292,unspecified,nassim,tanglin,3885000.0,102.83516339752256,102.83532102996413,102.8351893801497,102.83571505871508,102.83506600781595,4541.768045417681,other,2,7
apartment,tenure-100,2011,3,4,2164,unspecified,sentosa,southern islands,4667200.0,102.8402198727128,102.84036256922471,102.84024336747758,102.84072078680221,102.84013190321605,407.0670191783122,other,2,5
hdb,tenure-100,2003,3,2,1184,unspecified,cheng san,ang mo kio,1029000.0,102.85444790283611,102.85461651026407,102.85447571361685,102.855036849613,102.85434359066251,29371.141571622895,other,3,4
hdb,tenure-100,2017,3,2,991,unspecified,woodlands east,woodlands,551200.0,102.80807686994167,102.80826017597495,102.80810712894403,102.8087157639221,102.80796328805442,38762.48286665361,other,3,4
condo,tenure-100,2026,4,3,1389,unspecified,kampong java,kallang,2982000.0,102.85542483406864,102.85558152235795,102.85545065948246,102.85597328424109,102.85532803945266,10009.505703422054,studio,1,5
hdb,tenure-100,1988,4,2,1572,unspecified,yishun east,yishun,861000.0,102.85117655853597,102.85135644808409,102.85120624856961,102.85180383793256,102.85106513062568,34290.3973322783,studio,1,5
condo,freehold,2023,3,2,1012,partial,kaki bukit,bedok,2111600.0,102.90885612356436,102.90901636706069,102.90888254131089,102.90941664455424,102.90875708557253,13169.088975540588,studio,1,4
house,freehold,2025,6,6,6338,unspecified,mountbatten,marine parade,9875200.0,102.89573228383298,102.89588685122247,102.89575775607615,102.89627352173686,102.8956368261042,5829.779776856125,studio,4,7
hdb,tenure-100,1998,3,2,1097,unspecified,woodlands east,woodlands,521800.0,102.80153643986036,102.80171796813772,102.80156640272462,102.80216929476592,102.80142397935963,38762.48286665361,other,1,7
condo,tenure-100,2026,2,2,752,unspecified,joo seng,toa payoh,1155000.0,102.88699205620365,102.88715444171402,102.88701883068698,102.8875598583144,102.88689166764325,7709.042754445706,studio,1,5
other,freehold,1987,6,6,2800,unspecified,bangkit,bukit panjang,5649000.0,102.77745514641919,102.77762595530041,102.77748332369043,102.77805158489876,102.7773494472776,29179.769392033544,other,5,6
condo,freehold,2024,2,2,689,unspecified,mountbatten,marine parade,2035300.0,102.89393129710213,102.89408503951584,102.8939566319244,102.89446973235007,102.89383635973323,5829.779776856125,studio,1,5
house,tenure-1000,2010,5,6,5300,unspecified,seletar hills,serangoon,5775000.0,102.8766396608603,102.87681118887318,102.87666795818168,102.87723852714193,102.87653350619235,6307.118033208907,other,3,10
condo,freehold,2022,3,3,1249,unspecified,nassim,tanglin,3675000.0,102.83516339752256,102.83532102996413,102.8351893801497,102.83571505871508,102.83506600781595,4541.768045417681,other,2,7
hdb,tenure-100,1986,2,2,786,unspecified,hong kah north,bukit batok,386400.0,102.74974650450211,102.7499137449595,102.7497740873074,102.7503308232515,102.74964305656644,30435.288640595903,studio,1,6
condo,freehold,2013,1,1,517,partial,bedok south,bedok,934500.0,102.96063405923883,102.96079255663433,102.96066018627532,102.9611886395938,102.96053612151782,15577.352950989223,studio,1,1
condo,tenure-100,1996,2,2,1012,unspecified,chatsworth,tanglin,1989800.0,102.83022743979201,102.83038158208392,102.83025284105219,102.83076724362635,102.83013225147165,5118.110236220472,other,2,6
condo,freehold,2024,2,1,678,unspecified,marine parade,marine parade,1878400.0,102.90234244125502,102.90249699105755,102.90236791058634,102.90288361837263,102.9022469944882,23172.41379310345,other,1,7
condo,tenure-100,2015,4,5,5317,unspecified,upper thomson,bishan,5040000.0,102.83313747549701,102.83330484047929,102.8331650792669,102.8337222042756,102.83303394737315,7634.757760748149,other,2,5
condo,tenure-100,2023,2,1,700,unspecified,pearl's hill,outram,2100000.0,102.84270594070802,102.8428571379753,102.84273085144909,102.84323573657576,102.84261260961145,10897.435897435898,studio,1,8
condo,tenure-100,2016,4,2,1313,fully,tampines east,tampines,1974000.0,102.94467051453164,102.94483656383782,102.94469789944654,102.94525075574163,102.94456781402354,30154.01616133711,studio,1,4
condo,tenure-100,2015,4,4,1658,partial,upper thomson,bishan,2572500.0,102.83313747549701,102.83330484047929,102.8331650792669,102.8337222042756,102.83303394737315,7634.757760748149,other,2,5
hdb,tenure-100,1989,3,2,1292,unspecified,toh guan,jurong east,840000.0,102.74629778849535,102.74645959701661,102.74632446649446,102.74686365224615,102.74619776663043,19534.07417324943,other,2,4
other,freehold,2010,5,6,5500,unfurnished,serangoon garden,serangoon,6825000.0,102.8685296783855,102.86869596839499,102.86855710319162,102.86911074930326,102.86842682756408,11934.374173061657,other,1,10
condo,tenure-100,2011,3,2,1281,partial,maritime square,bukit merah,2520000.0,102.81419292096763,102.81434096537994,102.81421730646206,102.81471200915679,102.81410157898615,1359.2670471613098,other,1,6
condo,tenure-100,2025,4,5,3454,unspecified,holland drive,queenstown,12810000.0,102.79692159587546,102.79707847000459,102.79694745208859,102.79747068661082,102.79682468520329,26938.602082005524,other,1,5
condo,freehold,2024,1,1,495,unfurnished,bukit batok south,bukit batok,1094100.0,102.76714699072849,102.76730934470581,102.7671737596398,102.76771470445364,102.76704662442394,8265.057573073516,studio,1,5
hdb,tenure-100,1996,3,2,1152,unspecified,tampines east,tampines,575400.0,102.96523648561232,102.96540142929737,102.96526368641874,102.96581296715567,102.96513448203058,30154.01616133711,studio,1,5
hdb,tenure-100,2017,3,2,990,unspecified,woodlands east,woodlands,630000.0,102.80557088623958,102.80575158707768,102.80560071128812,102.80620092920813,102.80545894753746,38762.48286665361,other,2,3
condo,tenure-100,2026,3,2,987,partial,tagore,ang mo kio,1911000.0,102.83809836540188,102.8382697398878,102.8381266370476,102.83869671608728,102.83799230832655,2384.380061184092,other,1,4
condo,tenure-100,2023,4,4,1464,unspecified,faber,clementi,2929500.0,102.76278088330776,102.76293889015358,102.76280692810624,102.7633338279071,102.76268325888954,5652.815861632566,studio,1,5
condo,tenure-100,2020,2,2,872,fully,yishun central,yishun,1575000.0,102.84064668066533,102.84082633506094,102.84067633150157,102.84127316275523,102.8405354012772,6003.666361136572,studio,1,5
condo,freehold,2023,3,2,958,unspecified,farrer court,bukit timah,2952600.0,102.80631242742349,102.80646943148884,102.80633830530512,102.80686195815997,102.80621543461304,11059.413027916966,studio,1,4
condo,tenure-100,2023,3,3,1184,unspecified,pearl's hill,outram,3000900.0,102.84270594070802,102.8428571379753,102.84273085144909,102.84323573657576,102.84261260961145,10897.435897435898,studio,1,8
condo,freehold,2023,2,2,807,unspecified,chatsworth,tanglin,2356200.0,102.82549936948803,102.82565268791109,102.82552463350386,102.82603637488575,102.82540470088725,5118.110236220472,other,1,4
house,tenure-100,2014,5,4,3734,unspecified,holland road,bukit timah,4179000.0,102.79243825539355,102.79259844638811,102.79246466408459,102.79299861621001,102.7923392528141,3200.2834199338686,other,4,6
condo,freehold,2016,1,2,1119,partial,moulmein,novena,2331000.0,102.84467487570814,102.8448324791873,102.84470085353635,102.84522643701017,102.8445775040807,6901.669758812616,other,1,3
apartment,freehold,2023,3,2,1238,unspecified,pasir ris park,pasir ris,2608200.0,120.8327293305376,120.83505997586215,120.83311731513058,120.83515548790056,120.83126106746951,4559.870743821435,studio,1,6
